1;236;2;1;1;0
1;236;2;1;2;0
1;236;2;1;3;0
1;236;2;1;4;0
1;236;2;1;5;0
1;236;2;1;6;0
1;236;2;1;7;0
1;236;2;1;8;0
1;236;2;1;9;0
1;236;2;1;10;0
1;236;2;2;1;185095
1;236;2;2;2;0
1;236;2;2;3;167682
1;236;2;2;4;119584
1;236;2;2;5;0
1;236;2;2;6;0
1;236;2;2;7;33957
1;236;2;2;8;22653
1;236;2;2;9;194028
1;236;2;2;10;0
1;236;2;3;1;153885
1;236;2;3;2;0
1;236;2;3;3;170456
1;236;2;3;4;321370
1;236;2;3;5;0
1;236;2;3;6;160349
1;236;2;3;7;93088
1;236;2;3;8;5336
1;236;2;3;9;170115
1;236;2;3;10;0
1;236;2;4;1;197252
1;236;2;4;2;75968
1;236;2;4;3;102447
1;236;2;4;4;173025
1;236;2;4;5;287708
1;236;2;4;6;192301
1;236;2;4;7;52581
1;236;2;4;8;167799
1;236;2;4;9;111662
1;236;2;4;10;0
1;236;2;5;1;232395
1;236;2;5;2;355259
1;236;2;5;3;95103
1;236;2;5;4;0
1;236;2;5;5;228720
1;236;2;5;6;98056
1;236;2;5;7;20592
1;236;2;5;8;78265
1;236;2;5;9;66284
1;236;2;5;10;0
1;236;2;6;1;275417
1;236;2;6;2;69695
1;236;2;6;3;232471
1;236;2;6;4;186171
1;236;2;6;5;400716
1;236;2;6;6;3905
1;236;2;6;7;21903
1;236;2;6;8;55778
1;236;2;6;9;14465
1;236;2;6;10;0
1;236;2;7;1;82687
1;236;2;7;2;59623
1;236;2;7;3;111991
1;236;2;7;4;298561
1;236;2;7;5;187455
1;236;2;7;6;2244
1;236;2;7;7;8085
1;236;2;7;8;96766
1;236;2;7;9;158232
1;236;2;7;10;0
1;236;2;8;1;255788
1;236;2;8;2;106414
1;236;2;8;3;358878
1;236;2;8;4;90885
1;236;2;8;5;336798
1;236;2;8;6;8877
1;236;2;8;7;0
1;236;2;8;8;76619
1;236;2;8;9;89942
1;236;2;8;10;0
1;236;2;9;1;168970
1;236;2;9;2;2904
1;236;2;9;3;85748
1;236;2;9;4;369694
1;236;2;9;5;115594
1;236;2;9;6;2706
1;236;2;9;7;0
1;236;2;9;8;101437
1;236;2;9;9;39834
1;236;2;9;10;0
1;236;2;10;1;147442
1;236;2;10;2;145500
1;236;2;10;3;162955
1;236;2;10;4;180835
1;236;2;10;5;139790
1;236;2;10;6;3212
1;236;2;10;7;19826
1;236;2;10;8;66435
1;236;2;10;9;118401
1;236;2;10;10;0
1;236;2;11;1;104864
1;236;2;11;2;244066
1;236;2;11;3;155315
1;236;2;11;4;190677
1;236;2;11;5;136246
1;236;2;11;6;5005
1;236;2;11;7;479226
1;236;2;11;8;120087
1;236;2;11;9;184488
1;236;2;11;10;0
1;236;2;12;1;248260
1;236;2;12;2;89980
1;236;2;12;3;206410
1;236;2;12;4;175380
1;236;2;12;5;178089
1;236;2;12;6;3025
1;236;2;12;7;70620
1;236;2;12;8;125088
1;236;2;12;9;77650
1;236;2;12;10;0
1;236;2;13;1;162037
1;236;2;13;2;278980
1;236;2;13;3;149618
1;236;2;13;4;204927
1;236;2;13;5;224883
1;236;2;13;6;638
1;236;2;13;7;296646
1;236;2;13;8;180652
1;236;2;13;9;270476
1;236;2;13;10;0
1;236;2;14;1;204283
1;236;2;14;2;220138
1;236;2;14;3;296023
1;236;2;14;4;143725
1;236;2;14;5;450302
1;236;2;14;6;15081
1;236;2;14;7;76687
1;236;2;14;8;127366
1;236;2;14;9;85510
1;236;2;14;10;0
1;236;2;15;1;133230
1;236;2;15;2;108876
1;236;2;15;3;237433
1;236;2;15;4;438882
1;236;2;15;5;253278
1;236;2;15;6;4477
1;236;2;15;7;741657
1;236;2;15;8;123112
1;236;2;15;9;85033
1;236;2;15;10;0
1;236;12;1;1;11
1;236;12;1;2;0
1;236;12;1;3;0
1;236;12;1;4;0
1;236;12;1;5;0
1;236;12;1;6;11
1;236;12;1;7;0
1;236;12;1;8;0
1;236;12;1;9;0
1;236;12;1;10;0
1;236;12;2;1;129960
1;236;12;2;2;188972
1;236;12;2;3;0
1;236;12;2;4;378595
1;236;12;2;5;0
1;236;12;2;6;41822
1;236;12;2;7;94986
1;236;12;2;8;106719
1;236;12;2;9;375534
1;236;12;2;10;0
1;236;12;3;1;267597
1;236;12;3;2;163101
1;236;12;3;3;0
1;236;12;3;4;297339
1;236;12;3;5;0
1;236;12;3;6;0
1;236;12;3;7;5165
1;236;12;3;8;87602
1;236;12;3;9;134479
1;236;12;3;10;0
1;236;12;4;1;126062
1;236;12;4;2;222553
1;236;12;4;3;304535
1;236;12;4;4;427917
1;236;12;4;5;247023
1;236;12;4;6;103959
1;236;12;4;7;17281
1;236;12;4;8;59202
1;236;12;4;9;75248
1;236;12;4;10;0
1;236;12;5;1;256895
1;236;12;5;2;168639
1;236;12;5;3;1001
1;236;12;5;4;232339
1;236;12;5;5;165567
1;236;12;5;6;118625
1;236;12;5;7;8878
1;236;12;5;8;130346
1;236;12;5;9;167413
1;236;12;5;10;0
1;236;12;6;1;197937
1;236;12;6;2;186792
1;236;12;6;3;990
1;236;12;6;4;334674
1;236;12;6;5;275941
1;236;12;6;6;49137
1;236;12;6;7;20350
1;236;12;6;8;109301
1;236;12;6;9;46392
1;236;12;6;10;0
1;236;12;7;1;161086
1;236;12;7;2;166863
1;236;12;7;3;141183
1;236;12;7;4;372419
1;236;12;7;5;224075
1;236;12;7;6;60288
1;236;12;7;7;101337
1;236;12;7;8;88
1;236;12;7;9;127308
1;236;12;7;10;0
1;236;12;8;1;158591
1;236;12;8;2;148921
1;236;12;8;3;365719
1;236;12;8;4;0
1;236;12;8;5;184502
1;236;12;8;6;41283
1;236;12;8;7;38143
1;236;12;8;8;103007
1;236;12;8;9;40738
1;236;12;8;10;0
1;236;12;9;1;226256
1;236;12;9;2;126410
1;236;12;9;3;335876
1;236;12;9;4;375011
1;236;12;9;5;0
1;236;12;9;6;45208
1;236;12;9;7;34012
1;236;12;9;8;73665
1;236;12;9;9;100617
1;236;12;9;10;0
1;236;12;10;1;147311
1;236;12;10;2;168774
1;236;12;10;3;212470
1;236;12;10;4;317252
1;236;12;10;5;22
1;236;12;10;6;59224
1;236;12;10;7;83350
1;236;12;10;8;98034
1;236;12;10;9;50226
1;236;12;10;10;0
1;236;12;11;1;218360
1;236;12;11;2;3773
1;236;12;11;3;399237
1;236;12;11;4;210569
1;236;12;11;5;11
1;236;12;11;6;46531
1;236;12;11;7;21486
1;236;12;11;8;298502
1;236;12;11;9;97917
1;236;12;11;10;0
1;236;12;12;1;196653
1;236;12;12;2;160617
1;236;12;12;3;222448
1;236;12;12;4;154631
1;236;12;12;5;66
1;236;12;12;6;22
1;236;12;12;7;38203
1;236;12;12;8;343354
1;236;12;12;9;386463
1;236;12;12;10;0
1;236;12;13;1;235655
1;236;12;13;2;119173
1;236;12;13;3;234457
1;236;12;13;4;331997
1;236;12;13;5;168877
1;236;12;13;6;37943
1;236;12;13;7;11990
1;236;12;13;8;425043
1;236;12;13;9;225685
1;236;12;13;10;0
1;236;12;14;1;183586
1;236;12;14;2;189002
1;236;12;14;3;317214
1;236;12;14;4;402362
1;236;12;14;5;99
1;236;12;14;6;74636
1;236;12;14;7;76906
1;236;12;14;8;120273
1;236;12;14;9;107122
1;236;12;14;10;0
1;236;12;15;1;211499
1;236;12;15;2;121921
1;236;12;15;3;457628
1;236;12;15;4;378443
1;236;12;15;5;242
1;236;12;15;6;101619
1;236;12;15;7;4565
1;236;12;15;8;748
1;236;12;15;9;726
1;236;12;15;10;0
